Dataset ID,Dataset Name,Field,Type,Mandatory or Optional requirement (MOR),Field Description,Schema,LCC Mapping,Schema Comments,Schema Data Rules Comment,FormatReference,Example
44,Ethnic Minority Populations: Ethnic Group,Organisation Name,String,Optional,Name of the organisation that is the asset owner and if not the owner the main user of the asset.,LGA,,NOTE - This entry should be regarded as included in all records in this dataset:  Lincolnshire,Name of the Organisation's area coverage. Would be beneficial if added to all the datasets,Name of the Organisation's area coverage.,Lincolnshire
44,Ethnic Minority Populations: Ethnic Group,Organisation Code,String,Optional,A unique code to identify the asset owning/using organisation.   For LAs this can be the URI from Open Data Communities.,LGA,,NOTE - This entry should be regarded as included in all records in this dataset:  http://opendatacommunities.org/doc/geography/administration/cty/E10000019,,http://opendatacommunities.org/def/concept/folders/themes/geography,Lincolnshire County Council:  http://opendatacommunities.org/doc/geography/administration/cty/E10000019
44,Ethnic Minority Populations: Ethnic Group,GEOGRAPHY_NAME,String,Mandatory,ONS geography name for the geography in which the data is located,LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,http://statistics.data.gov.uk/areas,Lincolnshire
44,Ethnic Minority Populations: Ethnic Group,GEOGRAPHY_CODE,String,Mandatory,ONS geography identifier for the geography in which the data is located,LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,http://statistics.data.gov.uk/areas,E10000019
44,Ethnic Minority Populations: Ethnic Group,GEOGRAPHY_TYPE,String,Mandatory,Description of the type of geographic area,LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,,2011 super output areas - lower layer
44,Ethnic Minority Populations: Ethnic Group,DATE_NAME,String,Mandatory,Year.,LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,,2011
44,Ethnic Minority Populations: Ethnic Group,CELL_NAME,String,Mandatory,"Ethnicity main category or sub category (eg: Main Category = White, or Sub Category = White: Gypsy or Irish Traveller;   etc)",LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,,White: Gypsy or Irish Traveller
44,Ethnic Minority Populations: Ethnic Group,MEASURES_NAME,String,Mandatory,"Data type, as an Encoded list, eg:  Value I Percent",LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,,"Value, Percent"
44,Ethnic Minority Populations: Ethnic Group,OBS_VALUE,String,Mandatory,Value shows a numeric Count of persons as an Integer; or Percent is shown to 1 DP,LCC,,This field is acquired automatically by API link from the ONS website https://www.nomisweb.co.uk,,,53
